family,metric,arm,tier,phase,absolute_class,absolute_dominance,progress_class,progress_dominance,alignment_class,alignment_dominance,unsafe_for_depth_claims,alignment_supports_schedule_attribution,absolute_warm_n,absolute_warm_effect,absolute_warm_effect_rel,absolute_warm_seed_sd,absolute_warm_seed_rel,absolute_warm_seed_multiple,absolute_warm_outside_fraction,absolute_warm_signed_rel,absolute_warm_baseline,absolute_warm_detectable,absolute_post_n,absolute_post_effect,absolute_post_effect_rel,absolute_post_seed_sd,absolute_post_seed_rel,absolute_post_seed_multiple,absolute_post_outside_fraction,absolute_post_signed_rel,absolute_post_baseline,absolute_post_detectable,progress_warm_n,progress_warm_effect,progress_warm_effect_rel,progress_warm_seed_sd,progress_warm_seed_rel,progress_warm_seed_multiple,progress_warm_outside_fraction,progress_warm_signed_rel,progress_warm_baseline,progress_warm_detectable,progress_post_n,progress_post_effect,progress_post_effect_rel,progress_post_seed_sd,progress_post_seed_rel,progress_post_seed_multiple,progress_post_outside_fraction,progress_post_signed_rel,progress_post_baseline,progress_post_detectable,alignment_warm_n,alignment_warm_effect,alignment_warm_effect_rel,alignment_warm_seed_sd,alignment_warm_seed_rel,alignment_warm_seed_multiple,alignment_warm_outside_fraction,alignment_warm_signed_rel,alignment_warm_baseline,alignment_warm_detectable,alignment_post_n,alignment_post_effect,alignment_post_effect_rel,alignment_post_seed_sd,alignment_post_seed_rel,alignment_post_seed_multiple,alignment_post_outside_fraction,alignment_post_signed_rel,alignment_post_baseline,alignment_post_detectable
update/loss_after [native],update/loss_after,native,sparse,post_update,not estimable,,uniformly different,0.4678623174,not estimable,,False,False,10,0.1089693069,0.01586222534,0.0409827323,0.005965692111,2.658907809,1,-0.01586222534,6.869736409,False,0,,,,,,,,,False,5,0.4483024836,0.0794821829,0.03260828068,0.005781313788,13.74811778,1,-0.0794821829,5.640289021,True,17,0.2880730839,0.1698837028,0.03276740216,0.01932373388,8.791453241,1,-0.1698837028,1.695707588,True,2,0.3410959244,0.03302505699,0.002327643466,0.0002253634612,146.5413107,0,0.03302505699,10.32839775,True,0,,,,,,,,,False
update/loss_after [shadow_fp32],update/loss_after,shadow_fp32,sparse,post_update,not estimable,,uniformly different,0.4732911848,not estimable,,False,False,10,0.1097660065,0.01598178079,0.04037826944,0.005879020941,2.718442568,1,-0.01598178079,6.868196225,False,0,,,,,,,,,False,5,0.4540323257,0.08048459058,0.032569467,0.005773466047,13.94042849,1,-0.08048459058,5.641232967,True,17,0.2883411786,0.17005301,0.03261280154,0.0192338295,8.841349561,1,-0.17005301,1.695595853,True,2,0.3517136574,0.03405415538,0.002339699283,0.0002265379272,150.3243002,0,0.03405415538,10.32806873,True,0,,,,,,,,,False
update/loss_before [native],update/loss_before,native,sparse,post_update,not estimable,,uniformly different,0.4269276315,not estimable,,False,False,10,0.06193184853,0.008887954658,0.01541218167,0.002211830829,4.018370005,0.9,-0.008812679693,6.96806531,True,0,,,,,,,,,False,5,0.4204227209,0.07399011348,0.02988282059,0.005259071827,14.0690441,1,-0.07399011348,5.682147264,True,17,0.2939467711,0.1733083268,0.02738130127,0.01614376471,10.7353105,1,-0.1733083268,1.696091449,True,2,0.216342926,0.02084362699,0.001948115615,0.0001876918093,111.0524059,0,0.02084362699,10.37933207,True,0,,,,,,,,,False
update/loss_before [shadow_fp32],update/loss_before,shadow_fp32,sparse,post_update,not estimable,,uniformly different,0.4288244959,not estimable,,False,False,10,0.06222131252,0.00893080639,0.01542379143,0.002213821751,4.034112677,0.9,-0.008855931031,6.967043042,True,0,,,,,,,,,False,5,0.4229652405,0.07443602561,0.02997788829,0.005275693242,14.10924066,1,-0.07443602561,5.682265234,True,17,0.2944283275,0.1735815615,0.02728853018,0.01608807725,10.7894535,1,-0.1735815615,1.696195869,True,2,0.2218518257,0.0213744632,0.00195510175,0.0001883655917,113.4732889,0,0.0213744632,10.37929344,True,0,,,,,,,,,False
update/normalized_residual [native],update/normalized_residual,native,sparse,post_update,not estimable,,not different,1.143357188,not estimable,,False,False,10,0.07321653219,0.6487137179,0.08993651801,0.796856273,0.8140912481,0.5,-0.4223668879,0.1128641652,False,0,,,,,,,,,False,5,0.1955937489,2.292785869,0.2389486182,2.800999614,0.818559866,0.6,-2.274376086,0.08530833673,False,17,0.2070658686,2.005310233,0.2645379142,2.561892937,0.7827455253,0.4117647059,-0.5026953325,0.1032587702,False,2,0.006807312387,1.446159671,0.0005055530629,0.1074007493,13.4650799,0,1.020142927,0.004707165137,True,0,,,,,,,,,False
update/normalized_residual [shadow_fp32],update/normalized_residual,shadow_fp32,sparse,post_update,not estimable,,not different,2.888780177,not estimable,,False,False,10,0.0738380674,0.6861249597,0.0914617517,0.8498893987,0.8073108816,0.6,-0.4717195948,0.1076160637,False,0,,,,,,,,,False,5,0.2211435699,2.947501107,0.2503731896,3.337086645,0.8832557919,0.6,-2.618951877,0.07502747643,False,17,0.04218360522,1.020327241,0.08849125344,2.140405876,0.4766980191,0.4705882353,0.8679352063,0.04134321179,False,2,0.004281743754,33.474888,2.528378073e-05,0.1976698693,169.3474485,0,33.32950058,0.0001279091286,True,0,,,,,,,,,False
update/p1 [native],update/p1,native,sparse,post_update,not estimable,,uniformly different,1.205038485,not estimable,,False,False,10,0.04246474131,0.2326562811,0.02304977649,0.1262853632,1.84230599,0.7,-0.2152182444,0.182521362,False,0,,,,,,,,,False,5,0.106104131,1.021984169,0.02997611418,0.2887268748,3.539622591,0.8,0.01538403778,0.1038216973,True,17,0.02722043854,0.8480925555,0.02319289322,0.7226084934,1.173654286,0.5882352941,0.6797370489,0.03209607061,False,2,0.1098960092,2.140440061,0.0008748760421,0.01703992477,125.6132342,0,2.140440061,0.0513427174,True,0,,,,,,,,,False
update/p1 [shadow_fp32],update/p1,shadow_fp32,sparse,post_update,not estimable,,uniformly different,1.22096714,not estimable,,False,False,10,0.04257564646,0.2328269322,0.02317683199,0.1267435997,1.836991633,0.7,-0.2154332306,0.1828639241,False,0,,,,,,,,,False,5,0.1075609824,1.033340151,0.02995417125,0.2877702223,3.590851556,0.8,0.004372054876,0.1040905866,True,17,0.02712498753,0.8463292062,0.02314091822,0.722021897,1.172165567,0.5882352941,0.6780025504,0.03205016125,False,2,0.1137022093,2.214521168,0.0008754394601,0.01705049732,129.8801511,0,2.214521168,0.05134392526,True,0,,,,,,,,,False
update/p2 [native],update/p2,native,sparse,post_update,not estimable,,not different,0.8628903121,not estimable,,False,False,10,0.05059873353,0.424655938,0.02448410013,0.205485746,2.066595597,0.8,-0.382302972,0.1191523043,False,0,,,,,,,,,False,5,0.08306871254,1.535200464,0.03095762048,0.5721306117,2.683304183,0.6,-0.5693133428,0.05410935868,False,17,0.02096589094,1.779137443,0.02312100036,1.962017144,0.9067899578,0.4705882353,0.6539411707,0.01178430088,False,2,0.1239697486,2.395109115,0.0008836443649,0.01707210587,140.2937126,0,2.395109115,0.05175954108,True,0,,,,,,,,,False
update/p2 [shadow_fp32],update/p2,shadow_fp32,sparse,post_update,not estimable,,not different,0.8962363853,not estimable,,False,False,10,0.05103893953,0.4268085078,0.0243344364,0.2034945197,2.097395588,0.8,-0.3846284804,0.1195827604,False,0,,,,,,,,,False,5,0.08484138173,1.570428446,0.03087876704,0.5715712445,2.747563774,0.6,-0.6047944212,0.05402435364,False,17,0.02076684558,1.752248036,0.02307624835,1.947108948,0.8999229541,0.4705882353,0.6374753488,0.0118515445,False,2,0.1285932753,2.48380524,0.0008855135152,0.01710387347,145.2188737,0,2.48380524,0.05177268863,True,0,,,,,,,,,False
update/residual_p1 [native],update/residual_p1,native,sparse,post_update,not estimable,,uniformly different,1.157895736,not estimable,,False,False,10,0.02330054108,0.2760788211,0.03076418907,0.3645126104,0.7573916876,0.5,-0.02107625886,0.08439814753,False,0,,,,,,,,,False,5,0.03534576705,0.5196123,0.009411005297,0.1383496389,3.755790793,0.8,-0.5196123,0.06802334559,True,17,0.01196812019,0.4487556901,0.004403802684,0.1651246379,2.717678572,0.7058823529,-0.444170223,0.02666956754,False,2,0.0148569892,42.1900008,2.453397233e-05,0.0696701262,605.5680261,0,42.1900008,0.0003521447954,True,0,,,,,,,,,False
update/residual_p1 [shadow_fp32],update/residual_p1,shadow_fp32,sparse,post_update,not estimable,,uniformly different,1.229702706,not estimable,,False,False,10,0.02281613822,0.2700287638,0.03033571373,0.3590228635,0.7521213585,0.5,-0.02419928374,0.08449521414,False,0,,,,,,,,,False,5,0.03686750262,0.5359955248,0.009695466886,0.1409568452,3.802550517,0.8,-0.5359955248,0.06878322844,True,17,0.01147850854,0.4358740713,0.003817244154,0.144952434,3.007014504,0.9411764706,-0.4357842337,0.02633446055,True,2,0.01615962232,30.40388378,2.384695295e-05,0.04486738436,677.6388731,0,30.40388378,0.0005314986218,True,0,,,,,,,,,False
update/residual_p2 [native],update/residual_p2,native,sparse,post_update,not estimable,,not different,0.9574805464,not estimable,,False,False,10,0.006088980217,0.3709789654,0.01187255618,0.7233507828,0.5128617736,0.4,-0.3138072116,0.01641327618,False,0,,,,,,,,,False,5,0.005691982206,1.07794567,0.003931652707,0.7445750634,1.447732705,0.6,-0.1462940724,0.005280398041,False,17,0.001455308491,1.125814696,0.001731204559,1.339245629,0.8406334671,0.3529411765,0.5662025217,0.001292671428,False,2,0.001131156874,4.102087276,2.673767976e-05,0.09696293989,42.305723,0,2.840418397,0.0002757515376,True,0,,,,,,,,,False
update/residual_p2 [shadow_fp32],update/residual_p2,shadow_fp32,sparse,post_update,not estimable,,not different,1.372770423,not estimable,,False,False,10,0.005319850877,0.3408190817,0.01138215745,0.7292039831,0.4673851071,0.6,-0.317590096,0.01560901711,False,0,,,,,,,,,False,5,0.00601682117,1.266085452,0.003386703278,0.7126447053,1.776601219,0.8,-0.3481818655,0.004752302588,False,17,0.0009457262321,0.9222849145,0.001001468765,0.9766457812,0.9443392192,0.4117647059,0.8284825195,0.001025416568,False,2,0.001275461274,195.7396558,1.369673511e-06,0.21019801,931.2155514,0,194.6799853,6.516110743e-06,True,0,,,,,,,,,False
